gid,id_no,name,name_other,components,part_of,rec_type,rec_note,country,state_prov,latitude,longitude,loc_note,dep_type,dep_note,dep_form,commods,hree_note,lree_note,ree_ratio,ree,status,stat_note,ree_mins,sig_mins,oth_mins,age_mzn,age_ma,host_age,hage_ma,host_lith,host_unit,assoc_rock,alteration,company,comments,ref_list,discov_yr,expl_note,mine_meth,p_status,pstat_note,p_years,p_refs,p_note,rr_ore_mt,rr_treo_mt,rr_treogrd,rr_ree_grd,rr_cutoff,rr_hm_mt,rr_hm_pct,rr_min_mt,rr_min_pct,rr_mon_mt,rr_mon_pct,rr_oth_grd,rr_yr_est,rr_refs,rr_regcode,rr_note,region,geom
2732,7471.00000000,Karategin,Qarategin,,,site(?),,Tajikistan,Region of Republican Subordination,39.1008610000,70.1161500000,In Karategin Range; insufficient data to verify location.,other igneous deposit,"volcanic-associated, structure controlled",,"U, P, Zr, Th, REE(?)",,,,,Showing(?),,,"uraninite (pitchblende), fluorapatite",,,,Paleozoic,,metasediments,,,,,Seltmann and others (2012) characterize deposit type as Northern Kazakhstan uranium (U-P subtype).,Dahlkamp (2009); Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000090DB68006F87514098386403E98C4340
2733,7472.00000000,Kiogly,,,,site(?),,Tajikistan,Sughd,39.1383000000,67.8813000000,Insufficient data to verify location.,unclassified,breccia,,"U, Pb, As, REE",,,,,Occurrence,,,"carnotite, tyuyamunite",,,,,,"limestone, slate",,,,,Mineralized breccia is a contact of limestone and overlying siliceous slate.,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000C47D1D3867F85040C0847CD0B3914340
2734,7473.00000000,Kirk-Bulak,,,,site,,Tajikistan,Sughd,39.5248000000,69.8939000000,,other igneous deposit,pegmatite,,"Be, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000407958A83579514070787AA52CC34340
2735,7474.00000000,Kolkhozabad-Taglikkhasskoe,,,,site(?),,Tajikistan,Gorno-Badakhshan,37.5045000000,71.9395000000,,other igneous deposit,pegmatite,,"Ta, Nb, REE",,,,,Showing,,,,,,,,,granite,,Li-F granite,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000E8A59BC420FC5140886ABC7493C04240
2736,7475.00000000,Kshtut,,,,district or area,,Tajikistan,Sughd,39.3707770000,68.0525510000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D497DEFE5C035140F88DE89E75AF4340
2737,7476.00000000,Kyzyl-Kirchik,,,,site,,Tajikistan,Gorno-Badakhshan,37.4442000000,73.1165000000,,other igneous deposit,pegmatite,,"Be, Nb, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000FC7E6ABC744752401871AC8BDBB84240
2738,7477.00000000,Majkhura,,,,site,,Tajikistan,Region of Republican Subordination,39.0527000000,68.5811000000,,other igneous deposit,skarn,,"W, Sn, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000002CED0DBE30255140F03FA4DFBE864340
2739,7478.00000000,Maylikatan,Mailikatan,,,site,,Uzbekistan,Namangan,41.0979000000,70.5128000000,"Karamazar Region, Alatanga-Kattasay ore field; estimated location based on figure in Dahlkamp (2009).",other igneous deposit,volcanic-associated epithermal,"vein, stockwork","U, Cu, Pb, Zn, REE(?)",,,,,Showing(?),,,uraninite (pitchblende),,,,,,granite porphyry dike,,,,,Ore hosted by Naugerzan dike at the south periphery of the Babaitag massif.,Dahlkamp (2009); Seltmann and others (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000E85817B7D1A05140A823B9FC878C4440
2740,7479.00000000,Mushiston,,,,site,,Tajikistan,Sughd,39.4421000000,67.9628000000,,other igneous deposit,skarn,,"Sn, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B425E4839EFD5040E8C798BB96B84340
2741,7480.00000000,Namangutsk,,,,site,,Tajikistan,Gorno-Badakhshan,36.7164000000,71.7874000000,,other igneous deposit,pegmatite,,"Ta, Nb, Li, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B837F8C264F25140686DC5FEB25B4240
2742,7481.00000000,Pegmatite Field 2,,,,district or area,,Tajikistan,Sughd,39.2110000000,67.4686000000,Insufficient data to verify location.,other igneous deposit,pegmatite,,"Zr, Be, REE",,,,,Occurrence,,"monazite, xenotime","zircon, beryl, polylithionite-trilithionite, tourmaline, molybdenite, pyrite, galena",,,,,,granite,,,,,"Ore is in contact of granite to 1% Yb, Y; 0.1% La.",Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F8B9DA8AFDDD504068BA490C029B4340
2743,7482.00000000,Pegmatite Field 3,,,,district or area,,Tajikistan,Sughd,39.2330000000,67.4685000000,Insufficient data to verify location.,other igneous deposit,pegmatite,,"Zr, Be, REE",Up to 1% Y,0.1% La,,,Occurrence,,"monazite, xenotime","zircon, beryl, polylithionite-trilithionite, tourmaline, molybdenite, pyrite, galena",,,,Cisuralian,,quartz porphyry,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000488B6CE7FBDD5040F0FBA9F1D29D4340
2744,7483.00000000,Pereval Lataband,,,,district or area,,Tajikistan,Sughd,39.5676160000,67.5987700000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000E0F4673F52E65040E0571EA4A7C84340
2745,7484.00000000,Psharp West,,,,district or area,,Tajikistan,Gorno-Badakhshan,38.3268700000,73.4258880000,Insufficient data to verify location.,bauxite,"bauxite, sedimentary",stratiform,"Al, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000094F0BDBF415B524098054CE0D6294340
2746,7485.00000000,Pshikhodzhardzhiv,,,,site,,Tajikistan,Gorno-Badakhshan,37.3377000000,71.5384000000,,other igneous deposit,pegmatite,,"Be, Li, REE(?)",,,,,Showing(?),,,,,,,,,granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000AC0A462575E2514000EEEBC039AB4240
2747,7487.00000000,Qarasu placer,,,,site(?),,Tajikistan,Sughd,39.0403290000,67.7267530000,Insufficient data to verify location.,placer of unknown origin,placer or paleoplacer,,"Zr, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000048D1031F83EE5040500A2C8029854340
2748,7488.00000000,Rama,"Tamyngen, Karasu-Karavshin",,,site,,Tajikistan,Sughd,39.4978000000,70.4728000000,,other igneous deposit,pegmatite,,"Sn, Be, REE(?)",,,,,Showing(?),,,,,,,,,granite or intermediate intrusion,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000002463EE5A429E514078F90FE9B7BF4340
2749,7489.00000000,Rukhshif-Sabakh,,,,intrusion or complex,,Tajikistan,Sughd,39.5500000000,69.6667000000,Insufficient data to verify location.,alkaline igneous,peralkaline igneous-associated,,"Al, REE",,,,,Occurrence,,,"nepheline, apatite, zircon, titanite, molybdenite",,,,,,nepheline syenite,,,,,Two massifs of nepheline syenite- Rukhshif and Sabakh with three REE occurrences associated with alkaline pegmatite.,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000940F7A36AB6A51407066666666C64340
2750,7490.00000000,Sangi-Safed,,,,site,,Tajikistan,Sughd,39.3610000000,67.9760000000,Insufficient data to verify location.,other igneous deposit,pegmatite,,"REE, Zr, Be",,,,,Occurrence,,"monazite, xenotime","zircon, beryl, polylithionite-trilithionite, tourmaline, molybdenite, pyrite, galena",,,,,,,,,,,,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000005C39B4C876FE504098ED7C3F35AE4340
2751,7491.00000000,Sungat,,,,site(?),,Tajikistan,Gorno-Badakhshan,38.5818000000,71.9424000000,,other igneous deposit,granite-related hypothermal vein/stockwork,,"Mo, Be, Nb, REE",,,,,Deposit,small deposit,,,,,,,,intermediate intrusions,,,,,,Seltmann and others (2013),,,,Not known,,,,,,<0.05,,,,,,,,,,,,Seltmann and others (2009),Not compliant,,South and Central Asia,0101000020E61000000CF0164850FC51401068226C784A4340
2752,7492.00000000,unnamed,,,,intrusion or complex(?),,Tajikistan,Region of Republican Subordination,39.3185000000,71.2190000000,,alkaline igneous,,,"Ta, Nb, REE, Th(?)",,,,,Showing,,,,,,,,,albitite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000C074931804CE514058E3A59BC4A84340
2753,7493.00000000,unnamed,,,,intrusion or complex(?),,Tajikistan,Region of Republican Subordination,39.2640000000,71.2690000000,,alkaline igneous,peralkaline-associated,,"Nb, Ta, REE",,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F4A7C64B37D15140781283C0CAA14340
2754,7494.00000000,unnamed,,,,site(?),,Tajikistan,Gorno-Badakhshan,38.0230000000,72.2230000000,,alkaline igneous,peralkaline-associated,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000088C0CAA1450E524070E7FBA9F1024340
2755,7495.00000000,unnamed,,,,site(?),,Tajikistan,Gorno-Badakhshan,38.0640000000,72.3990000000,,alkaline igneous,peralkaline-associated,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000ACC64B3789195240E078E92631084340
2758,7498.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.3500000000,74.4650000000,,other igneous deposit,granitic pegmatite-hosted,,"Ta, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000F8285C8FC29D5240D8CCCCCCCC2C4340
2759,7499.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.3600000000,74.4290000000,,other igneous deposit,granitic pegmatite-hosted,,"Ta, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000FC7E6ABC749B5240B847E17A142E4340
2760,7500.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.5110000000,73.7140000000,,other igneous deposit,granitic pegmatite-hosted,,"Ta, Nb, REE",,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000008560E2DB26D5240C820B07268414340
2761,7501.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.0507000000,71.3611000000,,unclassified,,,"Au, Mo, REE",,,,,Showing,,,,,,,,,intermediate intrusions or albitite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000080A52C431CD7514028F46C567D064340
2762,7502.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.4184000000,72.5072000000,,unclassified,,,"Au, W, Mo, REE",,,,,Showing,,,,,,,,,intermediate intrusions,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000000422FDF675205240C85296218E354340
2763,7503.00000000,unnamed,,,,site,,Tajikistan,Sughd,39.2600000000,68.2890000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D422DBF97E125140E87A14AE47A14340
2764,7504.00000000,unnamed,,,,site,,Tajikistan,Sughd,39.3440000000,67.9020000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000803F355EBAF9504080E9263108AC4340
2765,7505.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.5070000000,73.9630000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000001883C0CAA17D524040894160E5404340
2766,7506.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.5580000000,73.9090000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000001C04560E2D7A52408895438B6C474340
2767,7507.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.4540000000,73.8380000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000001883C0CAA1755240303108AC1C3A4340
2768,7508.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.3140000000,74.6920000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000044355EBA49AC5240E078E92631284340
2769,7509.00000000,unnamed,,,,site,,Tajikistan,Gorno-Badakhshan,38.0560000000,74.8450000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B447E17A14B65240C0490C022B074340
2770,7510.00000000,unnamed,,,,site,,Tajikistan,Region of Republican Subordination,38.6920000000,71.5770000000,,unclassified,,,REE,,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2009),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B4726891EDE45140886ABC7493584340
2771,7511.00000000,Vaidara,,,,site(?),,Tajikistan,Region of Republican Subordination,38.9156150000,69.8862000000,Insufficient data to verify location.,other igneous deposit,"volcanic-associated, structure controlled",,"U, P, Zr, Th, REE(?)",,,,,Showing(?),,,,,,,,,,,,,,Seltmann and others (2012) characterize deposit type as Northern Kazakhstan uranium (U-P subtype).,Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000C86D3480B7785140185D50DF32754340
2772,7512.00000000,Peski Chil'-Mamedkul,,,,district or area,,Turkmenistan,Balkan,39.8718000000,55.6851000000,,alluvial placer(?),,,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, zircon",,,,,,,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B03E575BB1D74B409853742497EF4340
2773,7513.00000000,Peski Meshed-Gejrdzhans,,,,district or area,,Turkmenistan,Balkan,38.2482000000,54.5196000000,,shoreline placer,"marine placer, continental sand",,"Ti, Zr, REE",,,,,Occurrence,,monazite,"ilmenite, zircon",,,,,,,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000004080B74082424B40086F8104C51F4340
2774,7515.00000000,Alatanga,Alatangha,,,site(?),,Uzbekistan,Toshkent,41.2118000000,70.0855000000,"Karamazar Region, Alatanga-Kattasay ore field; insufficient data to verify location.",other igneous deposit,"volcanic-associated epithermal, volcanic related","vein, stockwork","U, Mo, REE(?)",,,,,Showing(?),,,"uraninite (pitchblende), molybdenite, sphalerite, galena, pyrite, hematite, uranophane",,,,Permian,,"granosyenite, quartz syenite porphyry, andesite-dacite",Shurabsay Formation,,"albitization, carbonation, hematitization, sericitization, silicification",,Five gently-dipping ore zones; two contained 85% of reserves; uranium deposit is mined out.,Dahlkamp (2009); Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000BCF3FDD47885514080A52C431C9B4440
2775,7516.00000000,Alendy,,,,district or area,U mine,Uzbekistan,Navoiy,40.7900000000,65.0352000000,,uranium deposit,"sandstone-hosted uranium, volcanic related",,"U, Se, REE, Sc, V, Th",,,,,Deposit,,,,,,,,,marine sand; continental sand,,,,Navoi Mining and Metallurgical Combine,Large deposit; IAEA says volcanic deposit,Dahlkamp (2009); Seltmann and others (2013),,,,Not known,,,,,,>0.2,,,,,,,,,,,,Seltmann and others (2009),Not compliant,,South and Central Asia,0101000020E6100000703480B74042504090EB51B81E654440
2776,7517.00000000,Altyntau,"Bukantau, Altyntausky","includes Khodzhyakhmet, Novoye",,district or area,"area, ore field",Uzbekistan,Navoiy,42.2492000000,63.5920000000,Kyzylkum basement area; in Bukantau Range; area of exploration about 30 km northeast of Uchkuduk.,sedimentary(?); supergene(?),"black shale, residually enriched",stockwork,"U, V, Mo, REE",,,,,Occurrence,,,,,"Upper Cretaceous: Campanian–Maastrichtian, Senonian",,Proterozoic,,"slate, phyllite",,,,,Ore field is bordered is approximately bordered by N-S-trending Altym and Taikarshi fault zones.,Dahlkamp (2009); International Atomic Energy Agency (2009); Seltmann and others (2013); Uzbekistan State Committee on Geology and Mineral Resources (2011),,,,No production,,,,,,>0.2,,,,,,,,,,,,Seltmann and others (2009),Not compliant,,South and Central Asia,0101000020E6100000B89DEFA7C6CB4F40E8141DC9E51F4540
2777,7518.00000000,Altyntau,"Altyntausky, Altintau",,,district or area,ore field,Uzbekistan,Navoiy,42.3172000000,63.5907000000,Uncertain location in Bukantau Range.,other igneous deposit,pegmatite,,"Be, Nb, Ta, Sn, REE",,,,,Occurrence,,,"beryl, cassiterite, columbite, spodumene","quartz, albite, microcline, muscovite",,,,,,,,albitization,,,Mamarozikov and others (2013); Turamuratov (2011); Uzbekistan State Committee on Geology and Mineral Resources (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000B0DFBE0E9CCB4F40502575029A284540
2778,7519.00000000,Angren,,,,district or area,,Uzbekistan,Toshkent,41.0401000000,70.1691000000,,sedimentary,,,"COAL, KAO, REE",,,,,Showing,,,"lignite, kaolinite","pyrophyllite, alunite",Jurassic,,Jurassic,,"sandstone, siltstone, claystone, lignite, kaolinite",,,supergene,,REE occurs in kaolinite  underlying lignite; hydrometallurgical processing of wastes from kaolinite  processing could be extracted,Dill and others (2008); Seltmann and others (2013); Yershov (2012),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E61000004070CE88D28A5140F0482EFF21854440
2779,7520.00000000,Aqtau,Aktau,includes Koshkar-Ata(?),Zarafshan or Auminza-Beltau uranium district,district or area,U deposit,Uzbekistan,Navoiy,41.8268000000,64.6199000000,"Kyzylkum Region, Zarafshan district; insufficient data to verify location.",uranium deposit,sandstone-hosted uranium,,"U, Se, REE",,,,,Deposit,,,,,,,Eocene,,"quartz sand, arenite, sandstone",Lyavlyak Horizon,,,,Medium-sized deposit.,Dahlkamp (2009); Seltmann and others (2012); Seltmann and others (2013),1967 (U),,,No production(?),,,,,,0.05 to 0.2,,,,,,,,,,,,Seltmann and others (2009),Not compliant,,South and Central Asia,0101000020E610000098B20C71AC275040A02A1895D4E94440
2798,7541.00000000,Guzhumsaj-Zarmitan,,,,site(?),,Uzbekistan,Samarqand,40.3940000000,66.7769000000,,other igneous deposit,,,"Au, W, REE",,,,,Showing,,,,,,,,,intermediate intrusions or granite,,,,,,Rundkvist and others (2001),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000D010C7BAB8B15040E84F8D976E324440
2780,7521.00000000,Aqtosty,Aktosty,,,intrusion or complex,,Uzbekistan,Buxoro,40.7800000000,64.0100000000,Insufficient data to verify location.,alkaline igneous,peralkaline igneous-associated,,"Ta, Nb, Li, REE, Cs",,,,,Showing,,,,,,,,,,,,,,,Seltmann and others (2013); Turamuratov (2011),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E6100000743D0AD7A3005040A8703D0AD7634440
2781,7523.00000000,Aulbek,,,,district or area,,Uzbekistan,Navoiy,40.9158000000,65.5326000000,Estimated location northeast of village of Terengkuduk.,sedimentary,sandstone uranium,,"U, Mo, Nb, REE",,,,,Showing,,,,,Upper Eocene,,,,"carbonaceous sand, clay, lignite",,,,,,Dahlkamp (2009); Seltmann and others (2013),,,,No production,,,,,,,,,,,,,,,,,,,,,South and Central Asia,0101000020E610000064764F1E16625040A8D634EF38754440
